Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-23T03:07:26.391Z,""Included"",""gpt-5"",""Yes"",""0"",""2657"",""79232"",""704"",""82593"",""0.02"""
"2025-09-23T03:06:59.298Z,""Included"",""gpt-5"",""Yes"",""0"",""65270"",""77696"",""999"",""143965"",""0.04"""
"2025-09-23T02:57:47.000Z,""Included"",""gpt-5"",""Yes"",""0"",""8376"",""71552"",""218"",""80146"",""0.03"""
"2025-09-23T02:57:31.814Z,""Included"",""gpt-5"",""Yes"",""0"",""737"",""79104"",""72"",""79913"",""0.01"""
"2025-09-23T02:57:19.523Z,""Included"",""gpt-5"",""Yes"",""0"",""851"",""78464"",""422"",""79737"",""0.02"""
"2025-09-23T02:57:13.406Z,""Included"",""gpt-5"",""Yes"",""0"",""10748"",""68352"",""121"",""79221"",""0.03"""
"2025-09-23T02:56:56.991Z,""Included"",""gpt-5"",""Yes"",""0"",""60871"",""77312"",""230"",""138413"",""0.03"""
"2025-09-23T02:52:01.349Z,""Included"",""gpt-5"",""Yes"",""0"",""7163"",""70656"",""215"",""78034"",""0.02"""
"2025-09-23T02:51:47.033Z,""Included"",""gpt-5"",""Yes"",""0"",""5551"",""72192"",""61"",""77804"",""0.02"""
"2025-09-23T02:51:17.006Z,""Included"",""gpt-5"",""Yes"",""0"",""948"",""76416"",""275"",""77639"",""0.02"""
"2025-09-23T02:50:47.661Z,""Included"",""gpt-5"",""Yes"",""0"",""65035"",""11392"",""1538"",""77965"",""0.12"""
"2025-09-23T02:50:38.200Z,""Included"",""gpt-5"",""Yes"",""0"",""54501"",""71424"",""115"",""126040"",""0.02"""
"2025-09-23T02:49:51.740Z,""Included"",""gpt-5"",""Yes"",""0"",""3026"",""68480"",""130"",""71636"",""0.02"""
"2025-09-23T02:49:32.848Z,""Included"",""gpt-5"",""Yes"",""0"",""7712"",""63744"",""35"",""71491"",""0.02"""
"2025-09-23T02:49:26.936Z,""Included"",""gpt-5"",""Yes"",""0"",""1776"",""68992"",""588"",""71356"",""0.02"""
"2025-09-23T02:49:18.412Z,""Included"",""gpt-5"",""Yes"",""0"",""52071"",""67840"",""49"",""119960"",""0.02"""
"2025-09-23T02:48:13.488Z,""Included"",""gpt-5"",""Yes"",""0"",""3918"",""64512"",""150"",""68580"",""0.02"""
"2025-09-23T02:47:56.349Z,""Included"",""gpt-5"",""Yes"",""0"",""56860"",""11520"",""35"",""68415"",""0.09"""
"2025-09-23T02:47:48.509Z,""Included"",""gpt-5"",""Yes"",""0"",""2861"",""65024"",""395"",""68280"",""0.02"""
"2025-09-23T02:47:43.558Z,""Included"",""gpt-5"",""Yes"",""0"",""1959"",""63104"",""36"",""65099"",""0.01"""
"2025-09-23T02:47:35.978Z,""Included"",""gpt-5"",""Yes"",""0"",""47936"",""62720"",""269"",""110925"",""0.02"""
"2025-09-23T02:41:19.309Z,""Included"",""gpt-5"",""Yes"",""0"",""2222"",""61696"",""144"",""64062"",""0.01"""
"2025-09-23T02:40:58.315Z,""Included"",""gpt-5"",""Yes"",""0"",""3945"",""59904"",""54"",""63903"",""0.02"""
"2025-09-23T02:40:49.127Z,""Included"",""gpt-5"",""Yes"",""0"",""1713"",""61440"",""596"",""63749"",""0.02"""
"2025-09-23T02:40:31.868Z,""Included"",""gpt-5"",""Yes"",""0"",""4374"",""58496"",""574"",""63444"",""0.02"""
"2025-09-23T02:37:40.685Z,""Included"",""gpt-5"",""Yes"",""0"",""3876"",""57728"",""123"",""61727"",""0.02"""
"2025-09-23T02:37:19.798Z,""Included"",""gpt-5"",""Yes"",""0"",""861"",""60672"",""56"",""61589"",""0.01"""
"2025-09-23T02:37:10.639Z,""Included"",""gpt-5"",""Yes"",""0"",""334"",""60416"",""683"",""61433"",""0.02"""
"2025-09-23T02:37:04.873Z,""Included"",""gpt-5"",""Yes"",""0"",""669"",""59776"",""201"",""60646"",""0.01"""
"2025-09-23T02:36:59.382Z,""Included"",""gpt-5"",""Yes"",""0"",""3591"",""56576"",""34"",""60201"",""0.01"""
"2025-09-23T02:36:44.922Z,""Included"",""gpt-5"",""Yes"",""0"",""46442"",""57472"",""547"",""104461"",""0.02"""
"2025-09-23T02:32:45.359Z,""Included"",""gpt-5"",""Yes"",""0"",""90"",""59648"",""77"",""59815"",""0.01"""
"2025-09-23T02:32:38.078Z,""Included"",""gpt-5"",""Yes"",""0"",""429"",""59264"",""30"",""59723"",""0.01"""
"2025-09-23T02:32:21.626Z,""Included"",""gpt-5"",""Yes"",""0"",""3573"",""55808"",""476"",""59857"",""0.02"""
"2025-09-23T02:32:12.149Z,""Included"",""gpt-5"",""Yes"",""0"",""90613"",""10496"",""38"",""101147"",""0.08"""
"2025-09-23T02:29:20.285Z,""Included"",""gpt-5"",""Yes"",""0"",""332"",""57216"",""293"",""57841"",""0.01"""
"2025-09-23T02:29:13.356Z,""Included"",""gpt-5"",""Yes"",""0"",""2197"",""55296"",""40"",""57533"",""0.01"""
"2025-09-23T02:28:50.260Z,""Included"",""gpt-5"",""Yes"",""0"",""45777"",""11520"",""107"",""57404"",""0.07"""
"2025-09-23T02:28:34.943Z,""Included"",""gpt-5"",""Yes"",""0"",""45218"",""11392"",""596"",""57206"",""0.08"""
"2025-09-23T02:28:06.839Z,""Included"",""gpt-5"",""Yes"",""0"",""1445"",""54400"",""1700"",""57545"",""0.03"""
"2025-09-23T02:27:50.811Z,""Included"",""gpt-5"",""Yes"",""0"",""43896"",""11520"",""224"",""55640"",""0.07"""
"2025-09-23T02:27:42.575Z,""Included"",""gpt-5"",""Yes"",""0"",""42958"",""11520"",""29"",""54507"",""0.07"""
"2025-09-23T02:27:30.121Z,""Included"",""gpt-5"",""Yes"",""0"",""42336"",""11392"",""220"",""53948"",""0.07"""
"2025-09-23T01:51:43.471Z,""Included"",""gpt-5"",""Yes"",""0"",""2210"",""51072"",""119"",""53401"",""0.01"""
"2025-09-23T01:51:37.715Z,""Included"",""gpt-5"",""Yes"",""0"",""285"",""52096"",""23"",""52404"",""0.01"""
"2025-09-23T01:51:14.419Z,""Included"",""gpt-5"",""Yes"",""0"",""1436"",""50688"",""683"",""52807"",""0.02"""
"2025-09-23T01:51:08.047Z,""Included"",""gpt-5"",""Yes"",""0"",""671"",""50560"",""25"",""51256"",""0.01"""
"2025-09-23T01:50:32.025Z,""Included"",""gpt-5"",""Yes"",""0"",""245"",""50432"",""85"",""50762"",""0.01"""
"2025-09-23T01:50:26.678Z,""Included"",""gpt-5"",""Yes"",""0"",""835"",""49792"",""38"",""50665"",""0.01"""
"2025-09-23T01:50:19.504Z,""Included"",""gpt-5"",""Yes"",""0"",""498"",""50048"",""38"",""50584"",""0.01"""
"2025-09-23T01:50:02.806Z,""Included"",""gpt-5"",""Yes"",""0"",""39152"",""11392"",""384"",""50928"",""0.07"""
"2025-09-23T01:48:55.234Z,""Included"",""gpt-5"",""Yes"",""0"",""38575"",""11392"",""102"",""50069"",""0.06"""
"2025-09-23T01:48:46.356Z,""Included"",""gpt-5"",""Yes"",""0"",""119"",""49792"",""44"",""49955"",""0.01"""
"2025-09-23T01:48:38.608Z,""Included"",""gpt-5"",""Yes"",""0"",""38463"",""11392"",""44"",""49899"",""0.06"""
"2025-09-23T01:48:27.001Z,""Included"",""gpt-5"",""Yes"",""0"",""38318"",""11520"",""271"",""50109"",""0.06"""
"2025-09-23T01:26:23.520Z,""Included"",""gpt-5"",""Yes"",""0"",""456"",""61696"",""163"",""62315"",""0.01"""
"2025-09-23T01:26:04.282Z,""Included"",""gpt-5"",""Yes"",""0"",""21496"",""40576"",""65"",""62137"",""0.04"""
"2025-09-23T01:25:42.989Z,""Included"",""gpt-5"",""Yes"",""0"",""6279"",""55424"",""262"",""61965"",""0.02"""
"2025-09-23T01:25:19.667Z,""Included"",""gpt-5"",""Yes"",""0"",""19559"",""41600"",""760"",""61919"",""0.04"""
"2025-09-23T01:25:09.956Z,""Included"",""gpt-5"",""Yes"",""0"",""10394"",""45056"",""41"",""55491"",""0.02"""
"2025-09-23T01:25:00.697Z,""Included"",""gpt-5"",""Yes"",""0"",""1113"",""44032"",""40"",""45185"",""0.01"""
"2025-09-23T01:24:50.452Z,""Included"",""gpt-5"",""Yes"",""0"",""1019"",""43136"",""40"",""44195"",""0.01"""
"2025-09-23T01:24:49.108Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:24:47.676Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:24:47.274Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:24:32.096Z,""Included"",""gpt-5"",""Yes"",""0"",""4964"",""38272"",""360"",""43596"",""0.02"""
"2025-09-23T01:19:39.053Z,""Included"",""gpt-5"",""Yes"",""0"",""879"",""48128"",""172"",""49179"",""0.01"""
"2025-09-23T01:19:28.425Z,""Included"",""gpt-5"",""Yes"",""0"",""36016"",""12928"",""48"",""48992"",""0.06"""
"2025-09-23T01:19:14.858Z,""Included"",""gpt-5"",""Yes"",""0"",""6476"",""42240"",""130"",""48846"",""0.02"""
"2025-09-23T01:18:33.462Z,""Included"",""gpt-5"",""Yes"",""0"",""46068"",""2176"",""1720"",""49964"",""0.09"""
"2025-09-23T01:18:27.459Z,""Included"",""gpt-5"",""Yes"",""0"",""34296"",""12928"",""32"",""47256"",""0.05"""
"2025-09-23T01:18:06.559Z,""Included"",""gpt-5"",""Yes"",""0"",""30848"",""12928"",""495"",""44271"",""0.05"""
"2025-09-23T01:16:02.813Z,""Included"",""gpt-5"",""Yes"",""0"",""30991"",""10496"",""128"",""41615"",""0.05"""
"2025-09-23T01:15:44.975Z,""Included"",""gpt-5"",""Yes"",""0"",""299"",""41088"",""85"",""41472"",""0.01"""
"2025-09-23T01:15:27.789Z,""Included"",""gpt-5"",""Yes"",""0"",""29770"",""11392"",""119"",""41281"",""0.05"""
"2025-09-23T01:15:20.074Z,""Included"",""gpt-5"",""Yes"",""0"",""2665"",""38272"",""119"",""41056"",""0.01"""
"2025-09-23T01:14:36.878Z,""Included"",""gpt-5"",""Yes"",""0"",""1581"",""39168"",""2077"",""42826"",""0.03"""
"2025-09-23T01:13:05.896Z,""Included"",""gpt-5"",""Yes"",""0"",""106"",""39168"",""304"",""39578"",""0.01"""
"2025-09-23T01:12:56.515Z,""Included"",""gpt-5"",""Yes"",""0"",""6278"",""32896"",""85"",""39259"",""0.02"""
"2025-09-23T01:12:53.216Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:12:49.202Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:12:42.880Z,""Included"",""gpt-5"",""Yes"",""0"",""3128"",""35200"",""534"",""38862"",""0.02"""
"2025-09-23T01:12:21.298Z,""Included"",""gpt-5"",""Yes"",""0"",""1290"",""36992"",""33"",""38315"",""0.01"""
"2025-09-23T01:11:57.854Z,""Included"",""gpt-5"",""Yes"",""0"",""3379"",""33664"",""2168"",""39211"",""0.04"""
"2025-09-23T01:11:42.683Z,""Included"",""gpt-5"",""Yes"",""0"",""7400"",""27904"",""382"",""35686"",""0.02"""
"2025-09-23T01:07:19.452Z,""Included"",""gpt-5"",""Yes"",""0"",""8805"",""24960"",""1543"",""35308"",""0.04"""
"2025-09-23T01:04:22.855Z,""Included"",""gpt-5"",""Yes"",""0"",""1533"",""31488"",""1514"",""34535"",""0.03"""
"2025-09-23T01:04:08.956Z,""Included"",""gpt-5"",""Yes"",""0"",""4190"",""27392"",""298"",""31880"",""0.01"""
"2025-09-23T01:03:47.954Z,""Included"",""gpt-5"",""Yes"",""0"",""16611"",""11392"",""360"",""28363"",""0.03"""
"2025-09-23T01:03:37.738Z,""Included"",""gpt-5"",""Yes"",""0"",""7088"",""20352"",""233"",""27673"",""0.02"""
"2025-09-23T01:03:31.418Z,""Included"",""gpt-5"",""Yes"",""0"",""4235"",""20736"",""27"",""24998"",""0.01"""
"2025-09-23T01:03:22.575Z,""Included"",""gpt-5"",""Yes"",""0"",""2311"",""22016"",""32"",""24359"",""0.01"""
"2025-09-23T01:02:59.291Z,""Included"",""gpt-5"",""Yes"",""0"",""4865"",""19328"",""405"",""24598"",""0.02"""
"2025-09-23T01:02:58.135Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:02:55.183Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:02:51.827Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:02:49.875Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T01:02:13.694Z,""Included"",""gpt-5"",""Yes"",""0"",""1316"",""20864"",""759"",""22939"",""0.01"""
"2025-09-23T00:58:08.380Z,""Included"",""gpt-5"",""Yes"",""0"",""2384"",""18432"",""124"",""20940"",""0.01"""
"2025-09-23T00:58:02.821Z,""Included"",""gpt-5"",""Yes"",""0"",""7840"",""12928"",""33"",""20801"",""0.01"""
"2025-09-23T00:57:19.073Z,""Included"",""gpt-5"",""Yes"",""0"",""7527"",""12928"",""2074"",""22529"",""0.04"""
"2025-09-23T00:57:13.514Z,""Included"",""gpt-5"",""Yes"",""0"",""6510"",""12928"",""32"",""19470"",""0.01"""
"2025-09-23T00:57:12.040Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:57:11.218Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:56:47.888Z,""Included"",""gpt-5"",""Yes"",""0"",""5711"",""12928"",""801"",""19440"",""0.02"""
"2025-09-23T00:52:14.651Z,""Included"",""gpt-5"",""Yes"",""0"",""220"",""42752"",""155"",""43127"",""0.01"""
"2025-09-23T00:52:10.066Z,""Included"",""gpt-5"",""Yes"",""0"",""1195"",""41600"",""70"",""42865"",""0.01"""
"2025-09-23T00:51:58.537Z,""Included"",""gpt-5"",""Yes"",""0"",""1130"",""41600"",""50"",""42780"",""0.01"""
"2025-09-23T00:51:48.055Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:51:45.846Z,""Included"",""gpt-5"",""Yes"",""0"",""30900"",""11392"",""340"",""42632"",""0.05"""
"2025-09-23T00:51:42.324Z,""Included"",""gpt-5"",""Yes"",""0"",""5822"",""36096"",""274"",""42192"",""0.02"""
"2025-09-23T00:51:26.834Z,""Included"",""gpt-5"",""Yes"",""0"",""742"",""16256"",""1010"",""18008"",""0.02"""
"2025-09-23T00:51:13.044Z,""Included"",""gpt-5"",""Yes"",""0"",""207"",""41600"",""1098"",""42905"",""0.02"""
"2025-09-23T00:49:59.294Z,""Included"",""gpt-5"",""Yes"",""0"",""1765"",""14592"",""973"",""17330"",""0.02"""
"2025-09-23T00:49:59.131Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:49:58.990Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:49:43.732Z,""Included"",""gpt-5"",""Yes"",""0"",""456"",""14208"",""756"",""15420"",""0.01"""
"2025-09-23T00:49:43.207Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:49:42.611Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:49:42.273Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:49:41.628Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:49:20.912Z,""Included"",""gpt-5"",""Yes"",""0"",""2933"",""11392"",""1072"",""15397"",""0.02"""
"2025-09-23T00:48:08.635Z,""Included"",""gpt-5"",""Yes"",""0"",""9341"",""33024"",""52"",""42417"",""0.02"""
"2025-09-23T00:47:49.689Z,""Included"",""gpt-5"",""Yes"",""0"",""30894"",""11392"",""33"",""42319"",""0.05"""
"2025-09-23T00:47:30.707Z,""Included"",""gpt-5"",""Yes"",""0"",""9002"",""32768"",""1003"",""42773"",""0.03"""
"2025-09-23T00:46:41.953Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:40:58.430Z,""Included"",""gpt-5"",""Yes"",""0"",""16273"",""25216"",""1725"",""43214"",""0.05"""
"2025-09-23T00:40:43.011Z,""Included"",""gpt-5"",""Yes"",""0"",""2586"",""37376"",""415"",""40377"",""0.01"""
"2025-09-23T00:40:33.470Z,""Included"",""gpt-5"",""Yes"",""0"",""1012"",""36480"",""293"",""37785"",""0.01"""
"2025-09-23T00:39:44.940Z,""Included"",""gpt-5"",""Yes"",""0"",""132"",""36352"",""106"",""36590"",""0.01"""
"2025-09-23T00:39:33.219Z,""Included"",""gpt-5"",""Yes"",""0"",""73"",""36352"",""44"",""36469"",""0.01"""
"2025-09-23T00:39:26.358Z,""Included"",""gpt-5"",""Yes"",""0"",""778"",""35584"",""51"",""36413"",""0.01"""
"2025-09-23T00:39:15.209Z,""Included"",""gpt-5"",""Yes"",""0"",""1830"",""34304"",""134"",""36268"",""0.01"""
"2025-09-23T00:38:57.287Z,""Included"",""gpt-5"",""Yes"",""0"",""2134"",""33536"",""880"",""36550"",""0.02"""
"2025-09-23T00:38:56.346Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-23T00:38:30.347Z,""Included"",""gpt-5"",""Yes"",""0"",""23918"",""10496"",""712"",""35126"",""0.05"""
"2025-09-23T00:37:44.119Z,""Included"",""gpt-5"",""Yes"",""0"",""251"",""33408"",""189"",""33848"",""0.01"""
"2025-09-23T00:37:39.640Z,""Included"",""gpt-5"",""Yes"",""0"",""206"",""33280"",""51"",""33537"",""0.01"""
"2025-09-23T00:37:35.000Z,""Included"",""gpt-5"",""Yes"",""0"",""8963"",""24448"",""29"",""33440"",""0.02"""
"2025-09-23T00:37:30.754Z,""Included"",""gpt-5"",""Yes"",""0"",""72"",""33280"",""47"",""33399"",""0.01"""
"2025-09-23T00:37:24.687Z,""Included"",""gpt-5"",""Yes"",""0"",""132"",""33152"",""56"",""33340"",""0.01"""
"2025-09-23T00:37:19.890Z,""Included"",""gpt-5"",""Yes"",""0"",""577"",""32640"",""55"",""33272"",""0.01"""
"2025-09-23T00:37:14.989Z,""Included"",""gpt-5"",""Yes"",""0"",""126"",""33024"",""55"",""33205"",""0.01"""
"2025-09-23T00:37:09.313Z,""Included"",""gpt-5"",""Yes"",""0"",""190"",""32896"",""52"",""33138"",""0.01"""
"2025-09-23T00:37:02.203Z,""Included"",""gpt-5"",""Yes"",""0"",""120"",""32896"",""58"",""33074"",""0.01"""
"2025-09-23T00:36:57.495Z,""Included"",""gpt-5"",""Yes"",""0"",""181"",""32768"",""55"",""33004"",""0.01"""
"2025-09-23T00:36:51.132Z,""Included"",""gpt-5"",""Yes"",""0"",""30711"",""2176"",""50"",""32937"",""0.05"""
"2025-09-23T00:36:43.330Z,""Included"",""gpt-5"",""Yes"",""0"",""21433"",""11392"",""50"",""32875"",""0.03"""
"2025-09-23T00:36:39.302Z,""Included"",""gpt-5"",""Yes"",""0"",""266"",""32384"",""52"",""32702"",""0.01"""
"2025-09-23T00:36:33.873Z,""Included"",""gpt-5"",""Yes"",""0"",""70"",""32384"",""56"",""32510"",""0.01"""
"2025-09-23T00:36:01.700Z,""Included"",""gpt-5"",""Yes"",""0"",""1940"",""30464"",""35"",""32439"",""0.01"""
"2025-09-23T00:35:35.490Z,""Included"",""gpt-5"",""Yes"",""0"",""1657"",""28928"",""2617"",""33202"",""0.04"""
"2025-09-23T00:35:08.017Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""2592"",""26368"",""100"",""29060"",""0.01"""
"2025-09-23T00:34:37.632Z,""Included"",""gpt-5"",""Yes"",""0"",""1084"",""25344"",""2783"",""29211"",""0.04"""
"2025-09-23T00:34:33.481Z,""Included"",""gpt-5"",""Yes"",""0"",""1219"",""24192"",""32"",""25443"",""0.01"""
"2025-09-23T00:33:55.836Z,""Included"",""gpt-5"",""Yes"",""0"",""13845"",""11392"",""1475"",""26712"",""0.04"""
"2025-09-23T00:33:25.142Z,""Included"",""gpt-5"",""Yes"",""0"",""846"",""23808"",""1581"",""26235"",""0.02"""
"2025-09-23T00:32:30.447Z,""Included"",""gpt-5"",""Yes"",""0"",""13705"",""10496"",""1317"",""25518"",""0.04"""
"2025-09-23T00:32:11.629Z,""Included"",""gpt-5"",""Yes"",""0"",""12474"",""11520"",""954"",""24948"",""0.03"""
"2025-09-22T08:40:57.969Z,""Included"",""gpt-5"",""Yes"",""0"",""218"",""22400"",""152"",""22770"",""0.01"""
"2025-09-22T08:40:52.737Z,""Included"",""gpt-5"",""Yes"",""0"",""186"",""22272"",""48"",""22506"",""0.004"""
"2025-09-22T08:40:35.964Z,""Included"",""gpt-5"",""Yes"",""0"",""762"",""21632"",""49"",""22443"",""0.005"""
"2025-09-22T08:40:30.966Z,""Included"",""gpt-5"",""Yes"",""0"",""217"",""21504"",""573"",""22294"",""0.01"""
"2025-09-22T08:40:26.044Z,""Included"",""gpt-5"",""Yes"",""0"",""183"",""21376"",""49"",""21608"",""0.004"""
"2025-09-22T08:40:15.993Z,""Included"",""gpt-5"",""Yes"",""0"",""388"",""20992"",""49"",""21429"",""0.004"""
"2025-09-22T08:40:12.179Z,""Included"",""gpt-5"",""Yes"",""0"",""280"",""20736"",""267"",""21283"",""0.01"""
"2025-09-22T08:39:39.621Z,""Included"",""gpt-5"",""Yes"",""0"",""2538"",""18304"",""1219"",""22061"",""0.02"""
"2025-09-22T08:39:39.558Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T08:39:24.303Z,""Included"",""gpt-5"",""Yes"",""0"",""3864"",""14464"",""448"",""18776"",""0.01"""
"2025-09-22T08:39:20.067Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T08:39:19.029Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T08:39:18.753Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T08:38:56.027Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""356"",""14208"",""535"",""15099"",""0.01"""
"2025-09-22T08:38:55.578Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T08:38:53.709Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T08:38:40.955Z,""Included"",""gpt-5"",""Yes"",""0"",""3439"",""10880"",""535"",""14854"",""0.01"""
"2025-09-22T08:18:54.567Z,""Included"",""gpt-5"",""Yes"",""0"",""3157"",""10880"",""1280"",""15317"",""0.02"""
"2025-09-22T07:10:13.152Z,""Included"",""gpt-5"",""Yes"",""0"",""319"",""18816"",""85"",""19220"",""0.004"""
"2025-09-22T07:10:12.964Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T07:09:39.820Z,""Included"",""gpt-5"",""Yes"",""0"",""3936"",""14976"",""1272"",""20184"",""0.02"""
"2025-09-22T07:09:34.085Z,""Included"",""gpt-5"",""Yes"",""0"",""320"",""18432"",""47"",""18799"",""0.004"""
"2025-09-22T07:09:31.431Z,""Included"",""gpt-5"",""Yes"",""0"",""7621"",""10880"",""153"",""18654"",""0.01"""
"2025-09-22T07:09:27.983Z,""Included"",""gpt-5"",""Yes"",""0"",""209"",""14848"",""32"",""15089"",""0.003"""
"2025-09-22T07:09:20.537Z,""Included"",""gpt-5"",""Yes"",""0"",""402"",""14464"",""77"",""14943"",""0.004"""
"2025-09-22T07:09:18.245Z,""Included"",""gpt-5"",""Yes"",""0"",""981"",""13568"",""223"",""14772"",""0.01"""
"2025-09-22T07:09:15.724Z,""Included"",""gpt-5"",""Yes"",""0"",""310"",""13312"",""59"",""13681"",""0.003"""
"2025-09-22T07:08:39.175Z,""Errored, Not Charged"",""gpt-5"",""Yes"",""0"",""765"",""12672"",""910"",""14347"",""0.01"""
"2025-09-22T07:08:38.958Z,""Included"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T07:08:19.911Z,""Included"",""gpt-5"",""Yes"",""0"",""1964"",""10880"",""677"",""13521"",""0.01"""
"2025-09-22T06:46:32.485Z,""Included"",""gpt-5"",""Yes"",""0"",""373"",""36864"",""92"",""37329"",""0.01"""
"2025-09-22T06:46:23.977Z,""Included"",""gpt-5"",""Yes"",""0"",""26309"",""10880"",""33"",""37222"",""0.04"""
"2025-09-22T06:46:10.701Z,""Included"",""gpt-5"",""Yes"",""0"",""1696"",""35200"",""454"",""37350"",""0.01"""
"2025-09-22T06:46:02.935Z,""Included"",""gpt-5"",""Yes"",""0"",""875"",""34432"",""142"",""35449"",""0.01"""
"2025-09-22T06:44:10.113Z,""Included"",""gpt-5"",""Yes"",""0"",""2582"",""31872"",""878"",""35332"",""0.02"""
"2025-09-22T06:43:59.138Z,""Included"",""gpt-5"",""Yes"",""0"",""21063"",""11008"",""176"",""32247"",""0.04"""
"2025-09-22T01:11:45.902Z,""Included"",""gpt-5"",""Yes"",""0"",""59"",""31616"",""117"",""31792"",""0.01"""
"2025-09-22T01:11:29.604Z,""Included"",""gpt-5"",""Yes"",""0"",""2445"",""29184"",""31"",""31660"",""0.01"""
"2025-09-22T01:11:13.036Z,""Included"",""gpt-5"",""Yes"",""0"",""2393"",""28416"",""1111"",""31920"",""0.02"""
"2025-09-22T01:10:58.014Z,""Included"",""gpt-5"",""Yes"",""0"",""990"",""28288"",""423"",""29701"",""0.01"""
"2025-09-22T01:05:53.377Z,""Aborted, Not Charged"",""gpt-5"",""Yes"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2025-09-22T01:04:45.252Z,""Included"",""gpt-5"",""Yes"",""0"",""783"",""27648"",""70"",""28501"",""0.01"""
"2025-09-22T01:04:37.661Z,""Included"",""gpt-5"",""Yes"",""0"",""481"",""27904"",""31"",""28416"",""0.01"""
"2025-09-22T01:04:14.644Z,""Included"",""gpt-5"",""Yes"",""0"",""1241"",""26880"",""689"",""28810"",""0.01"""
"2025-09-22T01:02:58.505Z,""Included"",""gpt-5"",""Yes"",""0"",""75"",""27648"",""112"",""27835"",""0.01"""
"2025-09-22T01:02:41.740Z,""Included"",""gpt-5"",""Yes"",""0"",""2845"",""24832"",""31"",""27708"",""0.01"""
"2025-09-22T01:02:15.933Z,""Included"",""gpt-5"",""Yes"",""0"",""1278"",""25728"",""1288"",""28294"",""0.02"""
"2025-09-22T01:00:44.527Z,""Included"",""gpt-5"",""Yes"",""0"",""133"",""25600"",""112"",""25845"",""0.01"""
"2025-09-22T01:00:35.406Z,""Included"",""gpt-5"",""Yes"",""0"",""1080"",""24576"",""31"",""25687"",""0.01"""
"2025-09-22T01:00:05.880Z,""Included"",""gpt-5"",""Yes"",""0"",""945"",""24064"",""1584"",""26593"",""0.02"""
